Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Microsoft Application Developers,Internexium Technologies,0 - 1 years,Not Disclosed,Bengaluru,30+ days ago,1,2423,"Job Description


Experience in designing and developing distributed systems including demonstrated experience with .Net Framework,

SQL Server, C#, Windows Forms, ASP.NET, Web Services and XML, ADO.Net

Experience in developing object-oriented applications is required

Experience with implementation of complex logical database designs and relational database concepts.

Experience with BizTalk Server or Sharepoint Portal Server is a plus.

Web development experience (DHTML. Java Script, Ajax, Web Services).

Microsoft SQL Server development experience.

Excellent written and verbal communication skills.

Excellent teamwork skills

High energy, driven to innovate.","server, development, ado net, web services, ado.net, developing, sharepoint, microsoft, experience, windows, ajax, sql server, sql, database, java, web, xml, .net, web development, portal, dhtml, applications"
Opening For Web Application Developer @ Tech Mahindra,Tech Mahindra,6 - 8 years,Not Disclosed,"Hyderabad/ Secunderabad,Telangana",27 days ago,1,213,"Extensive Web Application Development experience.
Extensive JavaScript work experience
JQuery and Underscore.js experience
Good knowledge of REST API & Ajax
Knowledge of HTML5, CSS3
Experience in Backbone.js/Marionette.js
Experience in Agile Scrum Environment
Experience in debugging & diagnostic tools
Nice to Have
Experience in MongoDB
Understanding of Azure Kubernetes Services and Docker containers
Node.js
General:
Should be able to communicate & collaborate
Should be Proactive, Self-driven and assertive
Should be able to work independently without supervision","Web Application development, REST API, Azure Kubernetes, HTML5, Marionette.js, Agile, Scrum, Node.js, Backbone.js, Mongo DB, Ajax, CSS3"
Hiring For Dot Net Developer For Abacus Consultants,Abacus Consultants,4 - 9 years,Not Disclosed,"Jaipur,Rajasthan",1 day ago,1,160,"Roles and Responsibilities
We are looking for a Dot Net developer to build software using languages and technologies of the .NET
framework. You will create applications from scratch, configure existing systems and provide user
support.
In this role, you should be able to write functional code with a sharp eye for spotting defects. You should
be a team player and excellent communicator. If you are also passionate about the .NET framework and
software design/architecture, wed like to meet you.
Your goal will be to work with internal teams to design, develop and maintain software.
Producing code using .NET languages (C#, VB .NET)
Upgrading, configuring and debugging existing systems
Providing technical support for web, desktop or mobile applications

Desired Candidate Profile
Min 4 yr exp
Imitate joiner
Proven experience as a .NET Developer or Application Developer
Familiarity with the ASP.NET framework, SQL Server and design/architectural patterns (e.g. Model-View- Controller (MVC))
Knowledge of at least one of the .NET languages (e.g. C#, Visual Basic .NET) and HTML5/CSS3
Familiarity with architecture styles/APIs (REST, RPC)
Understanding of Agile methodologies
Excellent troubleshooting and communication skills
Attention to detail
BSc/BA in Computer Science, Engineering or a related field","application developer, .net, ASP.Net, mvc, ASP.Net MVC, sql server"
SR. ANDROID APPLICATION DEVELOPER / TEAM LEADER,Godigi Infotech,0 - 1 years,Not Disclosed,Pune,20 days ago,1,97,"Proven working experience in Android development for atleast 2 years
Proven software development experience
Have published at least one original Android app
Experience with Android SDK
Experience working with remote data via REST and JSON
Experience with third-party libraries and APIs
Knowledge of working experience in SQL databases
Coding standards, organizational programming skills and good commenting practices is important
Working knowledge of Google Maps and related Google APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle.","android application, Mobile development, Coding, Programming, JSON, Android SDK, SQL, google maps, android development"
Mobile Application Developer,Melon Infotech,0 - 3 years,Not Disclosed,New Delhi,29 days ago,1,1276,"Qualification: Any Graduate
  Skills:
  Development experience with mobile web technologies (HTML5, JavaScript, CSS3)
Development experience with hybrid technologies such as Ionic, Apache, Cordova (Phone Gap).
Experience with one or more JavaScript frameworks such as AngularJS, BackBoneJS, KnockoutJS, Dojo, Sencha Touch, jQuery, jQuery Mobile and NodeJS.
Familiarity with common development tools such as Eclipse, xCode, Android Software Developmen t Kit (SDK), Git, Ubuntu/OS X.
Knowledge of server side technologies (php)""
  Experience: Min 0 to 3 Years","Ubuntu, GIT, Web technologies, Eclipse, Javascript, PHP, jQuery mobile, SDK, Android, CSS3"
Python Application Developer,Tata Consultancy Services (TCS),4 - 8 years,Not Disclosed,"Hyderabad/ Secunderabad,Telangana",29 days ago,1,883,"Requirement Summary
4 to 10 years of experience in Python Developer
Have good communication skills
High energy and self-motivated professional with the ability to make things happen and adhere to strict deadlines

Mandatory Technical Skills
Should have strong software development experience, not necessarily in Python. Candidates with good experience software development with most of their experience in technologies like C# or Java if not entirely in Python but with minimum 3+ year experience in Python as developer.
Resources should have exposure to core python, design principles, OPPS concepts (classes, methods, decorators), data structure concepts & uses of relevant packages (numpy, pandas, etc.), testing (Pytest ) frameworks(TDD/BDD), cloud concepts(CI/CD), DB uses(SQL mainly), application security awareness, code quality checks, etc.
Madatory

Python, Coding, Numpy, Pandas, SQL, Unit Test, Unittest, Pytest, DevOps, Git, Deploy,
Agile, Flask, OOPS, Functional Programming","Unit Testing, OOPS, Pandas, Numpy, Pytest"
Senior Software Developer (IoT/Full Stack/Java/Spring),Qutrix Solution,5 - 7 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,12,"Advanced Core Java, Spring boot, MVC, Microservices architecture
Object-Oriented Programming (OOP) Patterns and Concepts
Markup Languages XML, JSON Web Technologies like HTML, JS, CSS, jQuery
Java GUI frameworks like Swing, SWT, AWT for UI/UX, Code Versioning tools/git
In-depth knowledge of building tools like Ant, Maven, strong IDE hands-on
Add-On Skills:
IoT Domain Awareness, Device management experience is essential
Networking, Serial communications, TCP/UDP, client/server model, etc.
Linux and Windows dev environment UT, Strong Logic, RESTful API, Agile
Experience in Cloud-hosted management, monitoring software devices
Full-stack is preferred; Or Strong Backend with some frontend awareness
As a member of the product development team, you will develop and enhance software applications that provision, configure and update IoT Mobility Solution trackers before deployment for IoT gateway appliances
These platforms are at the forefront of driving IoT connectivity with intelligent device services that enable the customers data collection at the Edge to processing, ingestion, storage, analysis and search
Responsibilities :
Gather and finalize software requirements based on product requirements
Understand, analyze and modify existing subsystems and work with large bodies of software code
Produce high quality code that conforms to the design and functional requirements
Use command line tools and IDE for design and debugging
Develop validation plans and execute them to ensure that code is fully unit tested before submitting to Product Assurance Testing
Provide support to other Engineers, Field Application Engineers/Technical Support staff in areas of expertise and domain knowledge
Provide work estimates for development projects and reports status of projects to management
Improve and maintain new and existing functionality through the product life cycle
Experience Competencies:
Minimum of 5+ years of software development experience
Proficiency in Java, with a good understanding of its ecosystems
Sound knowledge of Object-Oriented Programming (OOP) Patterns and Concepts, Markup Languages such as XML, JSON Web Technologies like HTML, JavaScript, CSS, jQuery
Relevant Knowledge of Java GUI frameworks like Swing, SWT, AWT for UI/UX.
Understanding of code versioning tools Git.
Self-starter; able to complete defined tasks independently.
Basic knowhow of class loading mechanism in Java. In-depth knowledge of building tools like Ant, Maven, etc.
Skill for writing reusable Java libraries manage Java and Java EE application development.
Able to develop/use new plugins, Proxies, APIs, and third-party applications
Hand on experience in IDEs like IntelliJ Idea, Eclipse etc.","TCP, Core Java, jQuery, Linux, Networking, XML, Eclipse, Application development, Windows, MVC"
Mobile Application Developer,Fort Infotech,0 - 3 years,Not Disclosed,Nagpur,30+ days ago,1,745,"We are looking for Android / IOS Developer who possesses a passion for pushing mobile technologies to join our fast-growing and incredibly talented engineering team to help us build powerful , compelling , and immersive apps for Android / IOS. You will assist in the creation and development of mobile applications for Android using Java and the Android SDK. We are looking for an Android Developer for our client. Candidates who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications. Responsibilities: Design and build advanced applications for the Android / iOS platform Collaborate with cross-functional teams to define , design , and ship new features. Work with outside data sources and API Unit-test code for robustness , including edge cases , usability , and general reliability. Work on bug fixing and improving application performance. Continuously discover , evaluate , and implement new technologies to maximize development efficiency.","development, C, code, android, android studio, mobile, JSON, Mobile applications, Unit testing, IOS, java, usability, application, XML, SQLite, design, developer, Android SDK, iPhone SDK, api, applications"
Mobile Application Developer,Fort Infotech,0 - 3 years,Not Disclosed,Nagpur,30+ days ago,1,450,"Job Description


:


Job Description: We are looking for Android/IOS Developer who possesses a passion for pushing mobile technologies to join our fast-growing and incredibly talented engineering team to help us build powerful, compelling, and immersive apps for Android/IOS. You will assist in the creation and development of mobile applications for Android using Java and the Android SDK. We are looking for an Android Developer for our client. Candidates who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications. Responsibilities: Design and build advanced applications for the Android / iOS platform Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and API Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies to maximize development efficiency.


Skill Set: Analytical ability,Android,C , Cocoa Touch, Good Communication skill, iPhone SDK, JSON, Objective-C, REST, SQLite","android sdk, development, code, sqlite, analytical, android, mobile application, mobile, ios, iphone, core java, cocoa, objective c, usability, java, application, design, json, developer, api, applications"
Web/Application Developer,Quick Infotech,0 - 1 years,Not Disclosed,Lucknow,30+ days ago,1,1032,"Key Responsibilities:
Good Communication Skills Time Management
Must have high initiative, leadership qualities, good Interpersonal skills and problem solving abilities.
Should be able to handle stressful situations and deadline pressures well
Should have good understanding of handling at least 2 - 4 projects simultaneously.
Knowledge of PHP5 and MySQL5
Sound knowledge of web development custom PHP programming with one or more open sources such as WordPress, Laravel, CakePHP, and Magento etc.will be a plus point.
Knowledge of AJAX
Good at visualization making Clean Web layouts
Understands browser / client specific compatibility issues.","Computer science, Application programming, Web application, Wordpress, Web development, PHP, CakePHP, Information technology, Software services, Ajax"
Android Application Developer,Quick Infotech,0 - 1 years,Not Disclosed,Lucknow,30+ days ago,1,652,"Key Responsibilities:
Experience in developing native Android applications
Hands on experience in using Android Location Based Services, REST Web Services Integration, GCM, Push Notification and Battery Optimization Techniques
Strong experience in memory management, performance tuning and resource optimizations
Deep knowledge of Android automation and unit testing frameworks
Ability to lead and mentor Developers, scope Development work, be able to assess technical and architectural challenges Knowledge of MySQL is preferred
Strong foundation in computer science, with strong competencies in data structures, algorithms and software design
Proven ability to drive large scale projects with deep understanding of Agile SDLC, high collaboration and leadership
Excellent written and oral communication skills, judgment and decision making skills, and the ability to work under continual deadline pressure.
Develop cutting edge SDK s and mobile applications for the Android platform
Build, test, maintain and enhance Android apps having elegant and efficient UI design
Own features from their ideation, design, development and release
Be a resident expert on the latest Android SDK features
Maintain high standards of quality through technical design analysis, code reviews and test automation
Collaborate with very talented team of product managers, engineers, and designer
Demonstrate high level of ethics, dedication and team work","Computer science, Performance tuning, Software design, MySQL, Agile, Data structures, Unit testing, Open source, Information technology, SDLC"
Mobile Application Developer,Fort Infotech,0 - 1 years,Not Disclosed,Nagpur,30+ days ago,1,233,"We are looking for Android/IOS Developer who possesses a passion for pushing mobile technologies to join our fast- growing and incredibly talented engineering team to help us build powerful, compelling, and immersive apps for Android/IOS. You will assist in the creation and development of mobile applications for Android using Java and the Android SDK. We are looking for an Android Developer for our client. Candidates who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications. Responsibilities: Design and build advanced applications for the Android / iOS platform Collaborate with cross- functional teams to define, design, and ship new features. Work with outside data sources and API Unit- test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies to maximize development efficiency.","development, code, android, android studio, mobile, JSON, Mobile applications, Unit testing, IOS, java, application, XML, SQLite, design, developer, Android SDK, iPhone SDK, api, applications"
Embedded & IoT Trainer,Upflairs Private Limited,3 - 7 years,Not Disclosed,Jaipur,30+ days ago,1,Less than 10,"An Embedded & IoT Trainer the one who is passionate for the learning and teaching. Trainer should have majority of the below skills

Good Hands on experience wireless communication protocols such as Zig-Bee, BLE, ESP Wi-Fi and Wired communication protocols such as SPI, I2C and Serial.
Hands on Experience with 8 / 16 / 32 bit controllers and processors such as Arduino / Raspberry-pi-3/Node MCU / Intel.
Analog & Digital sensors and circuits design, PCB layout EMI / EMC knowledge, PCB layout design standards, Bread board / General purpose PCB prototyping testing, Eagle / Portus tools, Schematic design, Final layout etc.
Very good experience in C, C++, Python,and firmware updates or SOC level programming.
Hands on experience Networking tools and protocols such as TCP / UDP, MAC, IPv4 / IPV6, MQTT, Web sockets, HTTP, AMQP, REST etc.
Very good exposure of IOT cloud services such as AWS IOT, IBM Blue-mix Watson, Thing-worx, Xively, MS Azure IOT, Cayenne, wyliodrin etc.
Should be able to deliver training and handle lab sessions for 20 participants when you are training.
Should be capable of evaluation, content creation and project mentoring during the session.
Fluency in English with good communication Skills.
Experience in projects/prototype in any of 2 IOT Domains out of:
Energy & Industrial
Smart Cities
Enterprise & Health care
Smart Home & Building Automation
Automotive & Transport
BENEFITS
Remuneration will be proportional to your level of experience. Performance will be regularly reviewed and merits will be commensurate with successful results and the financial profits we collectively achieve as a team. You will also grow your expertise in a challenging and exciting environment where you will work closely with highly experienced engineers and customers.","TCP, EMI, C++, Automation, Networking, Analog, SOC, EMC, HTTP, Firmware"
