Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Designer,Epicreation Events And Design,1 - 4 years,Not Disclosed,Mumbai,30+ days ago,1,15,"A 3d / Graphic Designer is accountable for creating design concepts based on Client requirements in the given time frame.
Key skills:
Strong visualization skills
Educated in Designing or good work experience.
Expertise in 3d / Graphics Software","Graphics, 3D"
Designer,Ardanna Luxuries- Champs Fluer,2 - 5 years,Not Disclosed,Hyderabad,30+ days ago,1,10,"Application form for Designer Champs Fleur {""id"":"""" , ""email"":"""" , ""default_address"":null , ""first_name"":"""" , ""last_name"":"""" , ""name"":"""" }

{""domain"":""champs - fleur.myshopify.com"" }

Close search Application form for Designer Form Builder This plugin is unclaimed. Sign up to activate it! Sign Up

You added paid features to your Form Builder. Upgrade your plan to publish Form Builder with paid features.

Remove paid features to publish Form Builder for free.

Part 1 Add Resume Which city are you based in Upload your portfolio I don't have one.

Please fill in required fields.

Braintree doesn't recognize these keys.

You've already submitted a response

Please wait for your uploads to finish.

Payments have not been connected for this form. If you're testing this form , you may need to refresh the page.

Continue to Payment

Your sumission has been received but we're still awaiting payment.

Loading form responses...

Sold Out

Payment processing error Send Button Widget Join Our Newsletter Signup today for free and be the first to get notified on new updates of Champs Fleur.

Thank you for subscribing.

City requests for Vase et Fleur

Thank You Your request is received. Will get in touch with you shortly.

Request for weekly payments

Thank you for subscribing. We will get in touch with you very soon.

Custom Order

Thank you for submitting. We will get in touch with you very soon.","Payment processing, Testing"
DESIGNER,NJ Group,2 - 5 years,Not Disclosed,Surat,30+ days ago,1,23,"Primary Role

Working under the guidance of a Creative Director , design and direct the creative concept with design and technology teams

Formulate basic layout design or presentation approach , and specify material details , such as style and size of type , photographs , graphics , animation , video and sound.

Conceptualize Printing sessions to ensure that the products needed are obtained.

Create custom illustrations or other graphic elements.

Mark up , paste , and complete layouts , and write typography instructions to prepare materials for typesetting or printing. Making art work for printing","Graphics, Printing, Typesetting, Basic, Layout design, Conceptualization, Manager Technology, Animation, Creative Director"
Designer,PaperPlane,2 - 3 years,Not Disclosed,Mumbai,30+ days ago,1,14,"A degree or diploma in web/ multimedia/ graphic design, or design- related field

A Black- Belt in Adobe Creative Suite, Illustrator, Corel Draw, Flash, etc. and also be knowledgeable about HTML and CSS including capabilities and limitations.

Some Experience or at least a good working knowledge of Mobile first design techniques

Ability to work independently and collaboratively to bring projects to completion, with a keen eye to detail

Must possess a strong portfolio that demonstrates high- quality design work for both the Indian and global audiences

Must be able to work and communicate effectively in a cross- functional team, and present ideas and designs effectively

Must be an effective problem solver. We expect you to come up with creative solutions and consider many alternative solutions to each problem

Deep understanding of web site performance related issues and is motivated to design for extreme optimization

Should be able to take ownership as required and should be a good leader.

Should be a good manager having the skill and ability to manage other team member

Responsible for the conceptualization and implementation of design concepts, graphic images and branding of websites & interfaces applications.

Visualizing & creating information architecture & user tasks/ flows

Work with Information Architects, User Experience Analyst consultants and other team members to create and design innovative interaction solutions

To prepare and conduct workshops with clients or users to understand brand attributes and value, business objectives & user needs.

Understand functionality requirements and suggest value- added solutions

Creating cutting- edge website layouts and graphics such as interactive demos, information diagrams/ icons / promos/ banner campaigns using Photoshop/ Illustrator or Flash as required.

Use design research techniques such as persona / scenario development

Creating and presenting design ideas & concepts through one or more mediums depending on the project requirement. These could include design mock ups / storyboards / wire frames / prototypes/ product walk- throughs to run by the internal team or clients for feedback / approvals.

Be actively involved in the production process - coordinate and own quality during conversion of designs into HTML code

Collaborate with content / copy writers to deliver the right message / communication that is required for the given product / website

Regularly benchmark design and interaction best practices by tracking and analyzing leading innovators using a host of online resources

Understand and implement user experience principles in the context of your designs","br, development, multimedia, ing, graphics, adophotoshop, tracking"
Grpahic designer,Hashtag Infosystem,2 - 6 years,Not Disclosed,Surat,30+ days ago,1,Less than 10,"  A strong portfolio of illustrations or other graphics.
Familiarity with design software and technologies (such as In-design, Illustrator, Dreamweaver, Photoshop).
Excellent communication skills.
Ability to work methodically and meet deadlines.
Schedule projects and define budget constraints.
Develop illustrations, logos and other designs using software or by hand.","Graphics, Software design, MIN, Illustrator, SAT, Corel Draw, Budgeting, Photoshop"
Creo Designer-French,CGI,2 - 4 years,Not Disclosed,Kolkata,6 days ago,1,155,"Design experience in converting Solidworks design to CREO
2+ years of experience
Good Communication skills
French Speaking

Skills:
Solidworks
CAD
CREO
Skills:
Autodesk-AutoCad 2D Drawing
Autodesk-Inventor 3D Modeling
Graphic Design
Graphic Design","Autodesk Inventor, 3D modeling, Graphic designing, Business consulting, French, CGI, CAD, digital transformation, Solid works, Recruitment"
Designer,Rage Communications,3 - 8 years,Not Disclosed,Mumbai,30+ days ago,1,64,"Design for varied marketing collaterals and interactive concepts.
Present your work at various industry awards.
Articulate the vision and voice for the brand.
Work on strategies that are insightful and stimulate good work.
Design for diverse product and services of our clients.
Ideally, you should have:
A Bachelor s degree, preferably in Visual Communications.
Certifications / Courses in Web Design.
3 years of experience in web designing.
Strong design portfolio.
Strong visual and interactive design skills.
The ability to brainstorm and contribute to award winning ideas.
Creative aesthetics and latest design trends.
An insight of Web and mobile technologies.","Web technologies, Interaction design, Marketing collaterals, Web designing"
Three D Designer,Planet Dezign,4 - 6 years,Not Disclosed,Mumbai,30+ days ago,1,71,"The Candidate must be proficient in 3D (3D Max, Corel, Photoshop, Adobe Illustrator, etc)
The candidate should be an expert in the exhibition, stage, Kiosk design, Point of Purchase & retail store.
Designing and Ideation on new concepts & working on designs according to the concept of the project.
Develop event design elements like E-Mailers, event setups etc. store wise layout design, in shop collaterals & retail branding.","Retail, Layout design, Illustrator, Corel, Photoshop, Advertising, 3DSmax"
Character Designer,Wackytoon,2 - 7 years,Not Disclosed,Kolkata,30+ days ago,1,67,"Character Designer Experience Required: 2- 4 years

2D Classical Character Animation in Adobe Flash. Sketching Characters and Freehand Drawing with volume and proportion. Understanding the Character Attitude and Anatomy. Animating scenes according to the given Composition and Story value. Handling character animation in software like Adobe Flash CS3/ Macromedia Flash 8. Layout Artist Advanced experience in using Photoshop Should be a Team Player. Minimum Qualification: Preferably BFA. Color Background Artist Follow the key BG reference and paint the B/ W layouts with proper color, shadows and highlights to bring the perspective. Should work creatively by generating more of forests, cities and modern interiors. Will be working on Photoshop- CS tools and higher versions. Understand how to use light and shadow, and how to create atmosphere Be able to follow established designs Be neat and methodical Understand the 2D animation process, including camera mechanics Have good communication skills Have good team- working skills Be able to work with a minimum of supervision Be able to deliver on schedule, working calmly and efficiently under pressure Be able to take direction and be willing to address constructive feedback Matt Painting Artist Advanced experience in using Photoshop, Maya ,3d max painting Good understanding of 2D and 3D workflows Possess a strong understanding of light and colour Possess excellent artistic communication skills as well as an excellent eye for detail Sound knowledge and understanding of visual effects pipelines, production, and implementation, as well as the ability to work well in a team 3D Animator Experience Required: 1 - 7 Years in Production

Knowledge of Maya. Good Aesthetic Sense. Knowledge of Anatomy. Require Animation Skills and acting Skills. Should be a Team Player. 3D FX Artist Experience Required: Minimum 2+ Years in Production

Experience working on Maya. Should be a Team Player. 3D Facial Artist Experience Required: Minimum 2+ Years in Production

Experience working on Maya. Should be a Team Player. 3D Rigging Artist Experience Required: Minimum 2+ Years in Production

A thorough knowledge of Maya and Mel. Should have a sound knowledge of Human Animal Anotomy. Ability to work independently, with minimal supervision. 3D Character Modeler Experience Required: Minimum 2+ Years in Production

Experience working on maya. Should be a Team Player. 3D Texturing Artist Experience Required: Minimum 2+ Years in Production

Knowledge on Maya Z Brush. Should be a Team Player. Should have a good Color Sense. Knowledge of Photoshop, Body Paint. Experience on international Projects would be an added Advantage. SF Artist (Shot Finalizing) Experience Required: Minimum 1+ Years in Production

Knowledge on Maya . Should be a Team Player. Render Wrangler Experience Required: Minimum 2 Years

Responsibilities:

Cloud rendering Detect and troubleshoot failed jobs, Monitor the Rush render queue.

First Name



Last Name



Email Address



Contact Number



Years of Experience","Visual Effects, 3D, 3D Animator, 3d maya, Texturing, Maya, Animation, Adobe, Photoshop, Supervision"
Designer,Stark Industries,1 - 4 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,189,"HTML, Python, CSS","CSS, HTML, Python"
Digitant Designer - Digitant,Digitant Consulting,1 - 4 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,69,"Think creatively and conceptualize campaigns
Design visually appealing creative including logos, collateral, etc.
Develop catchy illustrations
Communicate with clients and explain the thought process behind any design
Ability to design websites a plus


Requirements
Thoroughly well-versed with design principles
Expertise in Photoshop, Illustrator
Fantastic portfolio
Clear communicator
A degree or diploma in Design a plus","Illustrator, Conceptualization, Photoshop, Digital marketing"
Designer,Landor,1 - 3 years,Not Disclosed,Mumbai,30+ days ago,1,57,"The role
The Designer will explore and conceptualize design options and solutions that maintain Landor s vision and creative beliefs great ideas expertly and beautifully crafted and delivered with rigor and flair .
You will work in conjunction with Directors, Senior Designers and fellow Designers, evaluate design options, develop and push to find big ideas based on design strategy and the creative brief.
You will develop straightforward design approaches to complex design challenges across packaging, brand development, corporate identity, mobile, digital and user experience design projects.
What we re looking for
A bright designer with a keen eye, a sense of humor, and a taste for challenge. If you are a passionate graphic designer, UI/UX designer, or motion graphic enthusiast, we want to meet you.
You will have 1-3 years experience in branding and advanced skills in Adobe illustrator, Photoshop and InDesign.
You will have gained additional skills in programs such as Flash, After effects, and Final cut.
You will have a Bachelors or Masters degree in Graphic design, communication, design, fine arts, or a related field.","communication design, Illustrator, Corporate identity, Diversity and Inclusion, Consulting, Packaging, Photoshop, User experience design, Fine arts, Recruitment"
Designer,SS Lotus Global,1 - 3 years,Not Disclosed,Guntur,30+ days ago,1,Less than 10,"Designer
A web designer is responsible for creating the design and layout of a website or web pages. It and can mean working on a brand new website or updating an already existing site. Their role is different to web developers, who specialise in making web designs a reality or writing code that dictates how different parts of the website fit together. However, there can be crossover between the two roles.
Responsibilities of the job include:
1.creating website designs.
2.producing sample sites.
3.meeting with clients to discuss requirements and/or project progress.
4.demonstrating and receiving feedback about draft sites.
5.keeping up to date with recent technological and software developments.
6.developing skills and expertise in appropriate software/programming languages such as HTML and Javascript.
7.creating products that are user-friendly, effective and appealing.
8.digital retouching and image editing.
9.working as part of a multidisciplinary team.
10.There can be some pressure to meet deadlines and so extra hours may be required..
Qualifications and training required
There are routes into web design for both university graduates and school leavers. For jobs advertised to graduates, employers are likely to seek a degree in digital media design or a related subject. Whether you have a related degree or not, you will need to be able to present a portfolio of your best web design work.Key skills for web designers:- 1.Imagination.
2.Creativity.
3.Patience.
4.Attention to detail.
5.Analytical skills.
6.Communication skills.
7.Technical ability.
8.Excellent IT skills.
9.SEO knowledge.
10.Experience of using programmes such as PhotoShop and InDesign.","Analytical skills, Digital media, Image editing, IT skills, Javascript, Programming, HTML, Web designing, Photoshop, SEO"
Three D Designer,Planet Dezign,4 - 6 years,Not Disclosed,Ahmedabad,30+ days ago,1,21,"Job Description
The Candidate must be proficient in 3D (3D Max, Corel, Photoshop, Adobe Illustrator, etc)
The candidate should be an expert in the exhibition, stage, Kiosk design, Point of Purchase retail store.
Designing and Ideation on new concepts working on designs according to the concept of the project.
Develop event design elements like E-Mailers, event setups etc. store wise layout design, in shop collaterals retail branding.","Retail, Layout design, Illustrator, Corel, Photoshop, Advertising, 3DSmax"
Graphic Designer,Carzonrent,3 months duration,"10,000/month","New Delhi,Delhi",22 days ago,3,135,"Summary:
We are looking for a talented and motivated graphic design intern to join our team. The intern will be responsible for creating and designing a variety of marketing materials, including print and digital ads, social media graphics, and website designs. The ideal candidate will have a strong understanding of graphic design principles and be able to create visually appealing and engaging designs.
Responsibilities:
Create and design a variety of marketing materials, including print and digital ads, social media graphics, and website designs
Work with the marketing team to develop and execute marketing campaigns
Stay up-to-date on the latest trends in graphic design
Qualifications:
Strong graphic design skills
Excellent understanding of typography, color theory, and layout
Experience with Adobe Creative Suite
Strong attention to detail
Passion for graphic design",Strong Graphic Designing skills
Designer,Genuine Infotech,1 - 2 years,Not Disclosed,Coimbatore,30+ days ago,1,267,"Collecting content, editing and making designs on different topics.
Coming up with new and innovative concepts and ideas.
Designing unique images and flyers for the ads.
Job Responsibilities :
Have strong editing / proofreading / copywriting skills and the ability to write engaging and consistent text.
Have strong organizational and time management skills.
Have excellent verbal, listening, and written communication skills.
Have a sound grasp of English grammar. Have basic knowledge of computers and Internet. and designing softwares.
Qualification : Graduates or Diploma holders with good typing designing skills.
Experience : Freshers/1-2 years related experience / Online Media / Advertising Agencies as a Content Editors.","Online media, Copy writing, Time management, Content editing, Advertising, Proof reading"
CAMSTAR DESIGNER,Cliqhr,4 - 6 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,Less than 10,"3 - 5 Years of experience in CAMSTAR 5.8 Designer.

Portal Studio Configuration.

Thorough understanding on Oracle / SQL database

.NET

Technologies

Good understanding on CAMSTAR Modelling objects and usage.

Good in communication

Good team player.","SAN, Usage, Head Business Development, PDF, SOC, GTS, SMS, Vendor, CRM, Recruitment"
VI Designer,Samsung Data Systems,1 - 4 years,Not Disclosed,Noida,13 days ago,1,60,"1. Develop the visual UX concept for product and services, and structure and visualize it for users.
2. Offer a new experience and sensation to users with the developed visual US concept.
Role and Responsibilities
1. [Research & analysis] Perform research and analysis on the projects/ products requirements, functionalities, market, trend, users, etc.
2. [Visual UX concept design] Define and design the visual UX (User Experience) concept and GUI (Graphical User Interface) principles for product usability based on the analysis outcome.
3. [Commercialization design] Develop detailed scenarios based on the derived visual UX (User Experience) concept and GUI (Graphical User Interface) principles and design/ draft product development outputs (e.g. GUI guideline, motion design, etc.).
4. [Validation] Perform internal validation, such as PR (Rapid Prototyping), and incorporate external validation results into the final output so improvements can be made.
Skills and Qualifications
Learns to use professional concepts. Applies company policies and procedures to resolve routine issues
Works on problems of limited scope. Follows standard practices and procedures
Normally receives detailed instructions on all work
Typical entry point for university graduates","Usage, Concept design, Research analysis"
VI Designer,Samsung India,1 - 3 years,Not Disclosed,Noida,13 days ago,1,22,"1. Develop the visual UX concept for product and services, and structure and visualize it for users.
2. Offer a new experience and sensation to users with the developed visual US concept.
Role and Responsibilities
1. [Research & analysis] Perform research and analysis on the projects/ products requirements, functionalities, market, trend, users, etc.
2. [Visual UX concept design] Define and design the visual UX (User Experience) concept and GUI (Graphical User Interface) principles for product usability based on the analysis outcome.
3. [Commercialization design] Develop detailed scenarios based on the derived visual UX (User Experience) concept and GUI (Graphical User Interface) principles and design/ draft product development outputs (e.g. GUI guideline, motion design, etc.).
4. [Validation] Perform internal validation, such as PR (Rapid Prototyping), and incorporate external validation results into the final output so improvements can be made.
Skills and Qualifications
Learns to use professional concepts. Applies company policies and procedures to resolve routine issues
Works on problems of limited scope. Follows standard practices and procedures
Normally receives detailed instructions on all work
Typical entry point for university graduates","Usage, Concept design, Research analysis"
Sketchup Designer,Fabinteriors,2 - 7 years,Not Disclosed,Delhi / NCR( Chattarpur ),3 days ago,1,355,"Job Overview

An excellent opportunity for anyone wishing to develop their career in the very fast moving and exciting area of the Interior Designing/ Architecture Industry. As a Sketchup Designer, you will collaborate with the design teams to ensure that proposed project designs are reproduced accurately and effectively. You will also be responsible for ensuring that the project brief is followed and work is completed on schedule. Also we are using the best equipment and machinery available in the market so that people working as a Sketchup Designer can reproduce designs accurately and effectively.

Duties and responsibilities
People with knowledge of design concept, Who can create design concept & Deliver it on their own will be preferred
Working closely with the design/ architectural teams to plan and visualize interior/ architecture projects
Worked with an interior design/ architecture team to develop design solutions.
Work within timely schedules to coordinate the completion of tasks through to final project completion.
Designer with ability to design create concept and who can express their ideas
Presenting and explaining visuals to colleagues and clients
Ensuring all ideas are represented as accurately and attractively as possible
Working with industry-standard design tools and programmers
Visualizing building concepts in various graphic mediums
Keeping up-to-date with relevant software advances.
Dynamic , flexible and hard working personality
Good organizational skills to ensure each project is completed on time
Can handle various projects at once
People will also be expected to enhance their knowledge and improve their skills overtime by watching online tutorials which are subscribed by the company

Qualifications

Experience, minimum 2-8 years
Candidate must have done the course of google SketchUp.
AUTOCAD proficiency required.
Should have knowledge of Furniture Modeling , Autocad etc.
Proficient in use of Microsoft Office
Good grasp of basic drawings.
Have a good understanding of design concepts","sketchup, Concept Design, autocad, Material Selection, design architecture, drawing, 3D Modeling"
Designer,E-factor Experiences,2 - 4 years,Not Disclosed,"Noida,Uttar Pradesh",5 days ago,1,18,"Role & responsibilities
Job Summary: We are seeking a highly skilled and creative candidate from the National Institute of Fashion Technology (NIFT) to join our team. The ideal candidate will have a strong background in fashion and design, with a keen eye for aesthetics and the ability to bring innovative ideas to the table.

1. Design and Creativity: Utilize your NIFT training to create visually appealing designs and concepts in line with our brand image.
2. Trend Analysis: Stay up-to-date with the latest fashion and design trends, and apply this knowledge to our projects.
3. Product Development: Collaborate with the product development team to create prototypes, samples, and final products.
4. Market Research: Conduct market research to identify customer preferences and ensure our products align with market demand.
5. Collaboration: Work closely with cross-functional teams to ensure the successful execution of design projects.
6. Quality Control: Maintain high standards of quality and ensure that products meet design specifications.
7. Presentation Skills: Present design concepts and ideas effectively to internal teams and clients.

Preferred candidate profile
Proficiency in design software such as Adobe Creative Suite (Photoshop, Illustrator, InDesign, etc.).
Strong creative and artistic abilities.
Excellent communication and presentation skills.
A keen eye for detail and aesthetics.
Ability to work in a team and collaborate effectively.
Up-to-date knowledge of fashion and design trends.
Bachelor's or Master's degree in Fashion Design or a related field from NIFT.
2-3 years of experience in the fashion and design industry.

Perks and benefits","Design, Visualiser, Creative Designing, Visual Design"
Wedding Invitation Cards Designer,White Mirage Invites,2 - 7 years,2-7 Lacs P.A.,"Gurgaon/ Gurugram,Haryana",3 days ago,3,41,"Job content:
- Work with clients to understand their preferences and requirements for their wedding invitations
- Design and create aesthetically pleasing wedding invitation cards, taking inspiration from various design trends and techniques
- Incorporate client feedback and make changes as required

Skill requirements:
- Demonstrated proficiency with design software, such as Adobe Creative Suite, Photoshop, and Illustrator
- Expertise in typography, layout design, and color theory
- Excellent visual and communication skills
- Strong attention to detail and ability to multitask

Experience requirements:
- Minimum of 2 years of experience in graphic design, preferably in the wedding invitation industry

Bonus items:
- Experience with calligraphy and hand lettering
- Familiarity with printing techniques and paper quality

Salary: TBD based on qualifications and experience
Skill(s) required
Adobe Creative Suite
Adobe Indesign
Adobe Photoshop
CorelDRAWRole & responsibilities


Preferred candidate profile


Perks and benefits","Adobe Creative Suite, Aftereffects, Adobe Premiere, Motion Graphics, Adobe Premiere Pro, Corel Draw, Photoshop"
Shopify Plus developer and designer,Hawk Ecommerce,4 - 6 years,Not Disclosed,Gurgaon/Gurugram,6 days ago,1,Less than 10,"Responsible for the development of the Shopify Plus platform, themes, liquid programming language and corresponding apps
Design UX based from our brand standard and style guide
Implement system integrations that are crucial to our success
Contribute in the development of open source software, HTML5/CSS/JavaScript, and common web technologies integral to building seamless multi-channel experiences
Knowledgeable in security / personal data protection principals and GPDR
Developing testing plans and troubleshooting issues related to eCommerce issues
Conducting root cause analysis and determining/developing corresponding action items
Implement advanced debugging techniques and usage of browser developer tools


Qualifications
4-6 Years of experience in Website Development
General experience building, launching and maintaining stores, as well as general knowledge of the admin system
Demonstrable expertise with HTML5, CSS3, and JavaScript, with an in-depth understanding of DOM
Experience with working with a made theme and/or Storefront API
Experience with Shopifys theming system and Liquid templating
Experience with implementing/debugging 3rd party Shopify apps as well as creating custom solutions if necessary
Thorough understanding and experience with vanilla JavaScript, jQuery, ES2015/ES6, and modern JavaScript frameworks
Experience with Shopifys object/properties, AJAX API, and Meta fields
Thorough testing and debugging skills with browser console and external tools
Experience developing for responsive layouts for a desktop, tablet, and mobile
Experience working with 3rd party services and APIs, specifical plugins for Shopify
Ability to communicate well, giving proactive feedback to peers and team
Good organizational skills","Root cause analysis, Usage, jQuery, DOM, Debugging, Javascript, Troubleshooting, Open source, Ajax, CSS3"
Domestic Yarn Dyed Designer,Adler Talent Solutions,4 - 9 years,Not Disclosed,Ahmedabad( Santej ),4 days ago,1,Less than 10,"Role & responsibilities



ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Designing for the Wovens Fabric Domestic Market.
ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Research and study trend forecasts for colours, fabrics, prints and concepts.
ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Translate trends into concepts that respond to business needs for relevant product categories. ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Brainstorming ideas with team members on the forthcoming season and design collections.
ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Fashioning designs and colourways on Penelope for yarn-dyed fabrics.
ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Creating digital presentations in the form of interactive PDFs to be presented to customers for seasonal presentations, and or new innovation presentations.
ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Curating and delivering new design concepts, mood boards, fabric qualities and seasonal presentations to major brands by travelling in PAN India (Delhi or Bangalore).
ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Managing and mentoring junior designers in their day-to-day activities and organizational grooming.
ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Handling product and design requirements as per the directives received from the customers.","new design concepts, Yarn dying, Textile, Mood Board, Weaving"
T-shirt Designer,MAX Zone Clothing,1 - 6 years,Not Disclosed,Tirupur/Tiruppur,5 days ago,1,Less than 10,"We are seeking a creative T-Shirt Designer to join our team at our Tirupur location
With at least 1 year of experience in T-Shirt design
You will be responsible for conceptualizing and creating unique and appealing designs that align with our brand and customer preferences",Conceptualization
Immediate Opening || Bar Code Label Designer || - Bangalore,Experis,4 - 9 years,15-25 Lacs P.A.,Bangalore/Bengaluru,3 days ago,1,72,"Hi,

We have Immediate Opening || Bar Code Label Designer || - Bangalore

Responsibilities:
Design, convert and create bar code labels for inventory items in the warehouse.
Collaborate with the WMS team to ensure accuracy and consistency in labeling.
Work closely with the IT team to integrate bar code labeling systems with our warehouse management software.
Test and troubleshoot bar code labels to ensure they are scannable and readable.
Keep up to date with industry standards and best practices for bar code labeling in warehouse environments.
Continuously improve and streamline the bar code labeling process.

Qualifications:
High school diploma or equivalent required; associate or bachelor's degree in graphic design or a related field preferred.
At least 2 years of experience using design software or similar.
Ability to look at an existing label and document its component parts for our integration team.
Ability to utilize bar code labeling software (BarTender) and graphic design software, such as Adobe Illustrator, Microsoft Word, or Publisher.
Willing to learn bar code symbologys and standards.
Excellent attention to detail and ability to work accurately and efficiently in a fast-paced environment.
Strong organizational and time-management skills
Effective communication and collaboration skills
Ability to work independently and as part of a team.
Willingness to learn and adapt to new technologies and processes.
Familiarity with common data parsing techniques using VBA or similar is preferred.
Some SQL experience also helpful.


If Anyone Interested can forward me their updated CV on ""shashwatsingh.patel@in.experis.com"" or feel free to reach me out at ""+918660547469""","Design, Barcode, BarTender, VBA"
Analyst and Designer,SLK Software,4 - 6 years,Not Disclosed,Bangalore/Bengaluru,5 days ago,1,25,"Total 4 to 6 years of IT experience in Data warehousing & Business Intelligence
Hands on experience in ETL / ELT preferably using Oracle Data Integrator ODI alternatively on Informatica would be ok
Implementing the extraction, loading, and transformation ELT of data using Oracle Data Integrator configuring the ODI master and work repositories, ODI models, defining and organizing the ODI project including interfaces, packages, procedures, variables, user defined functions, and knowledge modules.","Analyst, Packaging, Oracle data integrator, Informatica, Business intelligence, Data warehousing, Software services"
Static Equipment / Designer,Tecnimont,2 - 4 years,Not Disclosed,"Mumbai,Maharashtra",13 days ago,1,155,"Mission / Scope of Work:
Assigned to a project, he/she is in charge of the generation of the documents and deliverables assigned to him/her Project Leader guaranteeing the quality,
the assigned time.
The Designer reports to the Project Leader for the peculiarities of the project and to the Head of the Department for the man-hours and quality of the deliverables.
Have adequate knowledge in Quality & HSE Management system and their applicability in Static Equipment function
Key Activities & Responsibilities:
The duties of the Designer are:
To guarantee the quality of the generated deliverables and their compliance with the
company standards, procedures and work instructions;
To keep him/herself up-to-date about the technical specific improvement of the
discipline;
To assure that all the information originated by other departments (nozzle orientation,
definition of supports for ladders, platforms and piping, type and position of the
brackets, etc.) are correctly transferred in the master copy of each mechanical
specification and then inserted in the fabrication Vendor drawings;
To prepare the engineering drawings of pressure and atmospheric equipment assigned
to him. Provide for the final issue of mechanical specifications;
To study and develop the details of equipment internals and define the main fabrication
details of the equipment to be shown on the engineering drawings;
To improve Knowledge and use of Cad Tools.
To check the fabrication drawings prepared by Vendors, in particular verify the
interferences among nozzles, welds, reinforcing rings, supports, etc., auditing the
congruence with the specifications, the standards and the contractual documents and
the interface with equipment and accessories supplied by other Vendor

Education Background:
Diploma in Engineering / ITI (Mechanical)
Experience Required:
According to the expertise, he/she may have working experience on engineering companies and / or equipment manufacturing vendors. Adequate Knowledge of various Codes (ASME, API, EN, IS, DIN, JIS, etc.) and local regulations.","Static Equipment Design, ASME, Cad, DIN, engineering drawing"
Diagnostics Designer,Renault,5 - 6 years,Not Disclosed,Chennai,10 days ago,1,61,"1. Writing Specification
Refer ECU/SYSTEM/ PROCEDURAL INFORMATION /Functional Specification/ Production plan
Refer wiring diagram for connection topology
Decide method (104,106/ 108,111) to address the fault type/generic method to address fault through symptom
2. Coding Specification
Refer procedural information to know resources (STATUS , PARAMTER , ACTUATOR , IDENTIFICATION , CHANGE PARAMETER, etc) to be coded/modified
Note down the resource parameters (operational conditions) to code for the resources
Note down the corresponding contributors for each resource and do contributor association in session
3. SIE in Quality file
Refer input specification (functional spec., production plan
Download Quality-File from Docing
Note down the contributor SIE from input specification, and copy the same in Quality file
Check the SIE s under different quality guidelines specified in the quality check grid
Upload the Quality-file in Docing again
Send Delivery mail to conceptor
4. Session Delivery using Session patch
Required to deliver SG, FG file for re-delivery or session modification after J7
Same process as normal session delivery but with Patch tag (PATCH_DVDxxx)
5. Validation
To ensure the diagnostics procedure and Diagnostics trouble code is getting validated for respective vehicles.
To ensure the read and write commands are getting validated.
6. Customer Satisfaction
Ensure training and development needs are met and provide development opportunities
Support building of capacity development plans and ensure that competencies for future are developed within the team","Usage, Quality check, Diagnostics, Coding, Customer satisfaction, Production planning, Training and Development, Research, Operations"
Designer,Regalo Kitchens,0 - 3 years,1.75-3 Lacs P.A.,"Ludhiana,Punjab",26 days ago,10,156,"Modular Kitchen Designer

Experience Required: At least 6 months experience

Location: Delhi NCR -(Patparganj, Naraina, Gurugram), Jaipur, Chandigarh, Ludhiana, Lucknow

Required:
The primary responsibilities of a Modular Kitchen Designer would be:
1. Sketch preliminary design plans, including electrical and partition layouts
2. Specify materials and furnishings, such as lighting, furniture, wall finishes, flooring, and plumbing fixtures

Competencies and Skills Required
The major skills and competencies required in a candidate are:
1. Familiarity with appropriate design and visualization tools
2. Must be highly creative and innovative in designing
3. Must have a thorough knowledge of construction materials and accessories
4. Good mathematical and analytical skills
5. Good artistic skills
6. Good computer abilities, especially with design and drawing software
7. Hands-on expertise on AutoCAD 2D, Google SketchUp, and VRAY.

Salary Package: Upto 3 lacs per annum CTC



Educational Qualification: B.Tech., B.Arch., or a 3-year diploma in architecture

Note: Training Location: Delhi (Patparganj)

www.regalokitchens.com

For any further concerns, feel free to contact us.

Share Your resume at career@regalokitchens.com or
drop a WhatsApp message at 9717130852","AutoCAD, Sketchup, Rendering, VRAY"
Designers,Cogmac Technologies,0 - 4 years,Not Disclosed,Noida,30+ days ago,1,735,"A full and fluent knowledge of current design tools and software
Industry experience in the design field
The ability to meet deadlines
The ability to think creatively and deliver impressive concepts",Tool design
